,id,text,labels
385,B0074703CM_240_ANONYMOUS,"literally ,  it stays much cooler than my old school pro. the old school sales professional could fry an egg after a while. got this on date with a very good discount and could not be happier. the screen is great ,  i do not see the need for a digital display. i also really like the addition of the suck person slot. ","[1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
386,B0074703CM_286_ANONYMOUS,"this fucking professional is amazing ! if you are afraid of it not having a disc player please do not be. after not having a disc player i have actually noticed that i never used this disc play in my old laptop either. however if you really need a disc player apple sells one that connects to your usb port. i love the new high end display ,  and because this computer lacks a disc player it makes it significantly lighter. overall ,  this is a fast ,  light ,  practical computer and i highly recommend it. ","[1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
387,B0074703CM_210_ANONYMOUS,"i bought my ordinal professional in date and date it still works as flawless as ever ! i have never had any problems with the computer itself ( the battery power chords are another story ,  though ) . i tried not to jump on the apple again ,  but. you are just living in denial if you do not. i just bought  ordinal gen ipad to add to my collection ! happy buying ! ","[1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, -2, -1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
388,B00M166GWM_2_ANONYMOUS,"bought this laptop from best buy in date. still loving it. i can use it as a tablet , as a laptop ,  as whatever i want to ! i play sims cardinal and cardinal on it all the time ,  with very little issues. the thing wakes up super fast and is always ready to go. music / videos sound great and look great. i use it date. my favorite computer i have ever had ! ","[1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, -2, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
389,B00L49X8E6_27_A2RNZC4CJ3046C,"this computer overall is great ! it runs fast ! ships fast ! etc. but the company and seller lied to you and try to make an extra buck ! i bought this pc to play games and stream movies !  it could handle all of that but my friend wanted me to put some music on a cd ! i could see the disk drive on the side but it did not seem to have a button on it ? strange. so i look all over the internet and i checked the settings and there was nothing. so i looked in the manual and what do i find ? a disk drive with buttons on it ! so i called customer support and the man asked for the serial number. i gave it to him. and he said and person ;  this computer does not have a disk drive and i was furious ! so the buyer ,  this computer has a useless piece of plastic on it. thank you they do not deserve to be killed ) ","[2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, -2, -2, -2, 1, -1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
390,B0074703CM_21_ANONYMOUS,"org. very great apple product as expected. good battery life. great color on screen. good speakers from laptop computer. be aware of price differences when purchasing computer. price was higher when purchased on org when compared to price showing on pc when i bought this product. org has since fixed the price to show the same ,  but it is now higher on both platforms ( but price is the same now ) . ","[1, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, 1, -2, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
391,B0074703CM_145_ANONYMOUS,"my new laptop is great. it has so much more speed and the screen is very sharp. downloads are real fast compared to my body ,  no comparison. i have to admit that the operating system is different and does take time to learn but i like it. i would recommend it to anyone. ","[1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, -2, -2, -2, -2, 2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
392,B00L49X8E6_16_A3LBA8TGYC1CK3,"i wanted a laptop on a budget just for my university teaching needs ( making word documents ,  writes ,  files ,  post - office is not included ) . this laptop is fine for those applications and basic features. the speakers are fairly basic ,  so this is probably not the computer to buy if your main and instant response is streaming music or watching movies. the head is a little  and person ; tiny and person ;  for my taste ;  i use a small external mouse with buttons  in any event. i appreciate the relatively large keyboard ( with number pad )  and screen size. i also found the track pad irritating until i disabled  and person ; pinch zoom. and person ; this is larger laptop ,  but is not too heavy. battery life is great - though it is new. the power chord is a little short compared to most parts. overall ,  a solid laptop for its price. ","[2, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, -2, -1, -2, -2, -2, -1, 1, -2, -2, -2, -2, -2, -2, -2, -2]"
393,B0146DD02G_26_ANONYMOUS,"this is date for a review ,  since i took delivery of this only date  ! however ,  a few things are immediately occurring to me  i had read the other reviews here on org ,  but decided the dress and appearance looked good enough to go ahead. well ,  my ordinal impressions are that its okay ,  it certainly boots up quickly ( thanks ! !  )  ,  and from the limited use so far ( no games )  its fast enough in normal usage. it certainly looks nice ,  but that nice dark blue top is a tourist magnet as others have pointed out. also i have found the touch pad to be awkward to use ( could be i am pressing too hard perhaps )  ,  and the screen is    well   defined. to be honest i am a little disappointed and considering returning it. if that changes i will add an update to this. ","[2, -2, -2, -2, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, -2, -2, -2, -2, -2, -1, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
394,B00L49X8E6_126_A24EWKFHT3EC4F,"this is a horrible laptop. within date of usage ,  it already slowed down significantly ,  virus entered the system right away. it is got a very slow process ,  keys do not respond fast as much. it has heavy. i regretted immediately. nothing like the description says. i will never have a windows laptop again. ","[-1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
395,B0074703CM_53_ANONYMOUS,"my org book professional has crashed cardinal times ,  since i purchased it. i do not go on social networks ,  i only do word documents ,  check my email and shopping. each time ,  apple can only stick to original factory settings for me to start over. i believe this poor professional was a lemon right out the gate. my daughter has had her work professional longer than i have she goes on every social network possible ,  and has not had cardinal problem. : (  ","[-1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, -2, -2, -2, -2, -2, -2, -2]"
396,B0074703CM_33_ANONYMOUS,"this computer is like.  i am lost for words. this is the best switch i have ever done. i came from a dell too ,  i also paid about  dollar cardinal for it. this has much more memory and ram memory. even the battery life is like wow ! i love ,  love ,  love ! ","[1, 1, -2, -2, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, -2, -2, -2, -2, -2, -2]"
397,B0074703CM_156_ANONYMOUS,"i recently purchased this model of the golf pro. i can say that i am fully satisfied with the performance that the computer has supplied. it contains a long battery life ,  incredible speed ,  and an overall enjoyable performance. upgrading from a basic laptop ,  i am fully impressed with all of the benefits that the org operating system provides. the same processor allows for me to quickly record photos and videos ,  as well as create movies for me and my colleagues to enjoy. in upgrading to this computer i can say i have found little to any flaws in the product ,  hence the cardinal star review. ","[1, 1, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
398,B0146DD02G_19_ANONYMOUS,love this computer. it has done everything and more that i expected. i am sure it will be able to do all i need it to do in the future as well. the screen looks great in my opinion the sound is nice. so far i have no complaints and do not expect many complaints in the future. ,"[1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, -2, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
399,B0074703CM_20_ANONYMOUS,my ordinal mac. still have my own . i bought in date. this did give some set trouble and i had to call tech support. they were great. its been easy times since then. how could you not love a mac ,"[2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, -2, -2, -2, -2, -2, -2, -2, -2, 1, -2, -2, -2, -2, -2, -2, -2]"
400,B00O0W450A_16_ANONYMOUS,"so far so good ,  i have not encountered any issues with this computer. love the flip feature and the touch screen feature. for the price that i paid i feel that i got good value. this lap top is not the best you can purchase ,  so if that is important to you maybe you should shop some more. my previous laptop served me well and i am very with its replacement. ","[2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
401,B0074703CM_284_ANONYMOUS,"to a prospective buyer ,   date  once you go org ,  you will never go back. my wife and i decided to get a org desktop date. was the best decision we ever made. it runs just as fast as date we got it with no problems ! we do not have to de-run ,  create cookies ,  run security programs ,  or any of the common pc problems that have to be dealt with in order to keep you running and up to speed. you cannot get a virus on org ,  so in the long run the cost of the org is saved by not buying security ,  and not having to replace your computer every date or cardinal. we have had our desktop for date. my wife has had her acting professional going on date ,  and i just had my ordinal professional date. never had any issues ,  no worries just great easy wireless ,  all in one fun ! ","[1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
